,name,max_df,min_df,solver,max_iter,_step,_runtime,accuracy,_timestamp
117,jumping-sweep-77,0.8255140459512621,5.0,liblinear,175.0,0.0,8.861290216445923,0.8621910040805535,1590220617.5757556
118,sweet-sweep-76,0.9741522855323692,10.0,sag,69.0,0.0,9.608837604522703,0.8642386164489351,1590220615.5506945
119,dainty-sweep-75,0.9005527542065008,7.0,lbfgs,150.0,0.0,9.973886966705322,0.8651220377294001,1590220597.3403778
120,feasible-sweep-74,0.7933967553337808,8.0,saga,136.0,0.0,10.034356355667114,0.8626327711488265,1590220594.7173457
121,misty-sweep-73,0.8387550861557528,4.0,liblinear,59.0,0.0,9.04625916481018,0.8618295744197182,1590220580.8302848
122,wise-sweep-72,0.8139640281974593,5.0,lbfgs,125.0,0.0,10.177353858947754,0.8621910040805535,1590220573.5455832
123,glamorous-sweep-71,0.9207776555926892,7.0,newton-cg,143.0,0.0,12.370356798171995,0.8644794674482755,1590220562.5636845
124,jolly-sweep-70,0.8442210808809714,6.0,saga,162.0,0.0,9.855987548828123,0.8622713737325858,1590220550.5503817
125,deft-sweep-69,0.942557457992016,4.0,newton-cg,26.0,0.0,13.019081115722656,0.8638772835218835,1590220542.2357275
126,splendid-sweep-68,0.9946219708014286,0.0,liblinear,110.0,0.0,9.9121196269989,0.8626322874799076,1590220529.3991785
127,electric-sweep-67,0.9359352930975728,7.0,saga,174.0,0.0,9.933789253234863,0.8645597403665242,1590220517.919031
128,glamorous-sweep-66,0.7172691307975346,7.0,liblinear,25.0,0.0,9.119832515716553,0.8624320485474616,1590220507.4701753
129,astral-sweep-65,0.9079212584225308,10.0,newton-cg,110.0,0.0,12.514334440231323,0.864881041629384,1590220499.0098414
130,young-sweep-64,0.9089171801186388,4.0,sag,90.0,0.0,9.78852605819702,0.8645196442131432,1590220486.770497
131,hopeful-sweep-63,0.841408658159837,5.0,newton-cg,111.0,0.0,12.886836528778076,0.8621910040805535,1590220478.1275108
132,deep-sweep-62,0.8967998804404447,1.0,saga,181.0,0.0,10.26568603515625,0.8647205764043729,1590220466.0557184
133,confused-sweep-61,0.956959923260264,3.0,newton-cg,98.0,0.0,14.210628271102903,0.8640779900009512,1590220449.8462012
134,gallant-sweep-60,0.7909511088991857,11.0,lbfgs,114.0,0.0,10.324527740478516,0.8627531724650508,1590220444.9760664
135,avid-sweep-59,0.9280750578066028,2.0,lbfgs,34.0,0.0,9.399375438690186,0.8644392100719216,1590220428.9656825
136,quiet-sweep-58,0.8979676852008518,8.0,newton-cg,188.0,0.0,12.267073154449465,0.8650417970557461,1590220425.1600225
137,pious-sweep-57,0.8400724646517703,5.0,sag,50.0,0.0,9.230127096176147,0.8621910040805535,1590220412.842982
138,zesty-sweep-56,0.9954667872138384,12.0,sag,81.0,0.0,9.047094106674194,0.8644791772469242,1590220401.065554
139,comfy-sweep-55,0.9613538518197382,2.0,liblinear,31.0,0.0,9.438244581222534,0.8640378938475701,1590220391.8634355
140,stilted-sweep-54,0.7977998924446305,3.0,saga,191.0,0.0,9.74661374092102,0.8619901686231074,1590220380.1717925
141,pleasant-sweep-53,0.8911312755797225,2.0,newton-cg,59.0,0.0,13.714356422424316,0.8626326421704482,1590220375.0097518
142,dry-sweep-52,0.7521689849014889,3.0,newton-cg,57.0,0.0,13.099758625030518,0.8619901686231074,1590220362.2934172
143,stilted-sweep-51,0.8782038704303086,9.0,newton-cg,63.0,0.0,12.83430242538452,0.8626327227819346,1590220353.0674374
144,hearty-sweep-50,0.9320334906634232,9.0,lbfgs,43.0,0.0,9.30374264717102,0.8647204151814,1590220342.4831724
145,pretty-sweep-49,0.8777187320333166,4.0,lbfgs,119.0,0.0,10.65955901145935,0.8618295744197182,1590220329.4891794
146,pious-sweep-48,0.9154008523001556,0.0,liblinear,109.0,0.0,9.60572075843811,0.8643991300408377,1590220321.9292245
147,rich-sweep-47,0.8325731795266417,3.0,liblinear,78.0,0.0,9.289474248886108,0.8620704737859507,1590220312.1825044
148,deep-sweep-46,0.9421827861984716,7.0,sag,169.0,0.0,9.374347448349,0.8642387615496107,1590220296.6167743
149,legendary-sweep-45,0.9991239157273708,9.0,sag,49.0,0.0,9.547062397003174,0.8641983590725811,1590220291.1638143
150,twilight-sweep-44,0.7587196577116914,11.0,lbfgs,178.0,0.0,12.03218698501587,0.8627531724650508,1590220277.8424463
151,soft-sweep-43,0.7638397449780602,2.0,lbfgs,166.0,0.0,11.59273076057434,0.8620302970210831,1590220272.0387568
152,radiant-sweep-42,0.970489646419233,8.0,lbfgs,111.0,0.0,8.90868592262268,0.8639173796752646,1590220253.405756
153,misty-sweep-41,0.7049060207079152,1.0,sag,32.0,0.0,9.709279775619509,0.8625924492832834,1590220236.543685
154,balmy-sweep-40,0.7869388323935764,8.0,saga,91.0,0.0,9.94700312614441,0.8626327711488265,1590220233.2303238
155,super-sweep-39,0.9170260036174848,11.0,sag,40.0,0.0,9.605851411819458,0.8647204151814002,1590220215.3063736
156,brisk-sweep-38,0.9195425023045724,8.0,sag,91.0,0.0,9.807173490524292,0.8647204151814,1590220211.99106
157,stilted-sweep-37,0.9980302574257046,6.0,liblinear,77.0,0.0,9.66765069961548,0.8635960139232159,1590220194.114287
158,polar-sweep-36,0.9706178421922876,1.0,sag,109.0,0.0,10.154701232910156,0.8641582467969027,1590220191.0827277
159,eager-sweep-35,0.8800623290885111,9.0,sag,104.0,0.0,9.542422533035278,0.8626327227819346,1590220172.8286378
160,bumbling-sweep-34,0.9795254670807766,9.0,newton-cg,59.0,0.0,12.651933670043944,0.8643189699786701,1590220172.4590156
161,frosty-sweep-33,0.7323162773887268,2.0,lbfgs,101.0,0.0,11.092064619064333,0.8620302970210831,1590220153.1377523
162,snowy-sweep-32,0.9489593982086202,3.0,sag,32.0,0.0,9.818290948867798,0.8639575564401323,1590220146.5594168
163,deep-sweep-31,0.960984864132204,1.0,lbfgs,74.0,0.0,12.706197023391724,0.8639174441644538,1590220133.536717
164,glowing-sweep-30,0.9880103058403682,6.0,saga,171.0,0.0,9.845457077026367,0.8639173635529673,1590220125.4051566
165,trim-sweep-28,0.7700661482483347,6.0,liblinear,156.0,0.0,21.269322395324707,0.8623516950177266,1590220106.2877216
166,lemon-sweep-29,0.75706031777983,0.0,lbfgs,114.0,0.0,24.24242353439331,0.8623113247852914,1590220109.7548244
167,clear-sweep-27,0.800302045060846,7.0,saga,160.0,0.0,10.330999851226808,0.8624320485474616,1590220074.6441646
168,expert-sweep-26,0.7488066123703162,2.0,newton-cg,161.0,0.0,13.850302696228027,0.8620302970210831,1590220077.654958
169,upbeat-sweep-25,0.862404723361821,1.0,lbfgs,21.0,0.0,9.050308227539062,0.8623917105596212,1590220057.5171056
170,soft-sweep-24,0.7730138053302014,3.0,saga,55.0,0.0,10.43970537185669,0.8619901686231074,1590220053.1388783
171,woven-sweep-23,0.8480402370098091,12.0,lbfgs,147.0,0.0,9.931775093078612,0.8628334937501915,1590220037.1995375
172,hardy-sweep-22,0.8679735082120098,6.0,sag,197.0,0.0,9.660905122756958,0.8622713737325858,1590220031.1088378
173,dashing-sweep-21,0.7589166169588397,6.0,newton-cg,169.0,0.0,12.642251968383787,0.8623115504974536,1590220018.6740406
174,restful-sweep-20,0.8995573336546886,7.0,saga,171.0,0.0,9.981112241744995,0.8651621983719705,1590220010.2137382
175,sweet-sweep-19,0.9535242611782372,4.0,lbfgs,52.0,0.0,10.00713872909546,0.8639575403178348,1590219994.806461
176,dry-sweep-18,0.8213937172605463,5.0,saga,102.0,0.0,9.956948518753052,0.8622311486008265,1590219988.9111104
177,glad-sweep-17,0.7882673370612677,8.0,lbfgs,38.0,0.0,8.681865453720093,0.8624320001805698,1590219976.5762458
178,comfy-sweep-16,0.7518925146026181,9.0,sag,65.0,0.0,9.49501633644104,0.8624721447008428,1590219965.6543262
179,laced-sweep-15,0.7276805240680657,4.0,newton-cg,49.0,0.0,12.901707410812378,0.8618697350622885,1590219959.6222246
180,flowing-sweep-14,0.7875551453606382,0.0,saga,190.0,0.0,9.940508842468262,0.8623113570298859,1590219945.049031
181,snowy-sweep-13,0.9599583565436212,2.0,liblinear,68.0,0.0,9.438714981079102,0.8640378938475701,1590219934.2953584
182,resilient-sweep-12,0.8304772573599335,5.0,sag,90.0,0.0,9.259467840194702,0.8621910040805535,1590219923.3220625
183,sandy-sweep-11,0.97536343645733,10.0,lbfgs,70.0,0.0,8.737501859664917,0.8642386003266378,1590219913.6055613
184,grateful-sweep-10,0.8973629445753861,4.0,newton-cg,47.0,0.0,12.808273792266846,0.8649212828834406,1590219905.4446414
185,smooth-sweep-9,0.9444375760030316,11.0,saga,162.0,0.0,10.25307583808899,0.8644395325178674,1590219894.1215053
186,fine-sweep-8,0.8304278991423057,1.0,lbfgs,90.0,0.0,11.655430555343628,0.8621507144596048,1590219883.0304277
187,fluent-sweep-7,0.8601119948882998,11.0,sag,40.0,0.0,9.408375024795532,0.8629137989130348,1590219877.110284
188,easy-sweep-6,0.7299060798001199,12.0,lbfgs,51.0,0.0,9.958545923233032,0.8628334937501914,1590219860.1320517
189,royal-sweep-5,0.7906837931327574,2.0,newton-cg,106.0,0.0,14.132331371307371,0.8620302970210831,1590219860.705143
190,quiet-sweep-4,0.871731183814908,10.0,newton-cg,117.0,0.0,12.607805967330933,0.8625925137724725,1590219841.4999928
191,lively-sweep-3,0.8533568079623384,1.0,newton-cg,87.0,0.0,14.422271013259888,0.8621908751021751,1590219839.7518926
192,swift-sweep-2,0.9918405635180364,3.0,lbfgs,68.0,0.0,9.578792333602903,0.8633550500677941,1590219817.2334306
193,glowing-sweep-1,0.834029960009669,9.0,liblinear,173.0,0.0,8.843722105026245,0.8626728673022075,1590219800.5588412
194,frosty-waterfall-16,0.8569911992061641,4.0,liblinear,89.0,0.0,110.34082221984865,0.8618295744197182,1590218444.3582115
195,pious-rain-15,0.7511106650721746,4.0,saga,95.0,0.0,102.31138396263124,0.8618295744197182,1590218436.3287733
196,rare-voice-14,0.9366442298634198,5.0,lbfgs,109.0,0.0,93.30803513526917,0.8645999332536892,1590218427.3254244
197,eager-pond-13,0.7764838159729822,3.0,liblinear,116.0,0.0,82.79763555526733,0.8619901686231074,1590218416.8150249
198,glad-silence-12,0.9337912974393928,1.0,newton-cg,104.0,0.0,74.16856813430786,0.864439290683408,1590218408.1859574
199,fragrant-rain-11,0.8589114822936106,2.0,newton-cg,120.0,0.0,61.15431380271912,0.8622712447542075,1590218395.171703
200,fragrant-valley-10,0.879310217433862,3.0,newton-cg,83.0,0.0,48.24486708641052,0.8620704737859507,1590218382.2622564
201,decent-shape-9,0.7355756084496187,2.0,newton-cg,99.0,0.0,35.99849724769592,0.8620302970210831,1590218370.0158863
202,ruby-lake-8,0.9084820641726816,0.0,lbfgs,117.0,0.0,22.61168313026428,0.864439290683408,1590218356.6290724
